Ticker,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,GICS Sector
CSL,-,19.12,6.71,0.20%,54.80M,-0.74%,6.89B,17.57,7.30,0.00%,54.04M,5.03%,379.60M,1.27,1.69,91.40%,2.35%,-6.62%,4.48B,1.54,41.20%,-1.03%,2.59,-11.01%,45.92,2.79,31.91%,6.50%,147.75,-11.36%,13.73,9.35,15.00%,14.60%,97.55 - 169.86,-20.72%,2.10,13.18,16.50%,12.60%,-24.46%,0.86,1.64%,2.60,8.50%,28.00%,31.53%,2.73,13000,3.50,-22.10%,12.00%,56.44,2.25% 2.07%,Yes,0.83,-48.60%,8.40%,1.12,132.28,Yes,0.83,Jul 21 AMC,29.80%,490.13K,128.31,1.80,0.51%,4.91%,-5.23%,"550,574",-3.00%,Industrials
OC,-,-,-5.52,1.30%,108.60M,-4.55%,7.11B,13.99,4.71,-2.32%,105.92M,2.17%,-598.00M,-,1.23,99.90%,1.66%,12.82%,6.80B,1.05,-24.80%,-0.54%,1.82,29.59%,33.37,1.98,25.09%,-6.20%,69.63,16.14%,5.40,12.21,7.57%,-14.70%,28.56 - 70.55,1.21%,0.96,14.05,14.00%,7.50%,-6.58%,1.60,1.46%,1.20,6.40%,22.20%,130.78%,2.0,19000,1.90,-15.30%,-4.30%,49.16,3.70% 2.65%,Yes,0.00,-30.10%,-8.80%,0.99,69.69,Yes,0.91,Jul 29 BMO,-,967.68K,65.91,2.40,-2.85%,6.06%,17.51%,"960,899",-5.42%,Industrials
AOS,S&P 500,26.81,1.82,0.40%,161.21M,-0.87%,7.85B,21.65,2.25,-21.88%,134.06M,1.56%,298.10M,3.35,0.50,-,4.49%,-6.21%,2.78B,2.82,-14.00%,-1.30%,5.68,14.24%,10.29,4.74,23.32%,9.90%,49.88,2.41%,3.53,13.80,8.00%,18.10%,33.81 - 53.72,2.37%,0.96,27.43,14.20%,19.00%,-9.21%,1.21,1.97%,1.50,4.90%,38.40%,44.27%,1.08,15100,2.00,-13.30%,13.80%,47.14,2.25% 1.78%,Yes,0.17,-31.20%,10.70%,0.59,50.19,Yes,0.17,Jul 30 BMO,51.30%,1.06M,48.77,2.50,-1.21%,-0.60%,7.90%,"632,872",-2.83%,Industrials
NVCR,-,27366.67,0.0,1.50%,100.72M,0.74%,8.25B,261.46,0.31,-17.31%,84.42M,5.30%,0.50M,-,0.05,76.30%,3.67%,20.47%,409.00M,20.17,89.30%,8.13%,3.39,17.74%,2.66,30.86,80.46%,2.40%,79.57,-5.95%,3.45,23.79,-,5.10%,53.40 - 98.84,-2.58%,-,385.45,40.20%,0.20%,-16.94%,1.58,-,5.40,86.70%,76.10%,53.75%,2.03,782,5.70,33.70%,1.80%,66.41,2.54% 2.22%,Yes,0.56,216.60%,2.90%,0.78,84.79,Yes,0.56,Jul 30 BMO,0.00%,912.79K,82.1,2.60,3.78%,16.60%,10.47%,"717,196",-3.17%,Healthcare
HRC,-,29.74,3.1,0.10%,66.56M,-2.76%,6.23B,16.09,5.72,-29.08%,66.52M,-3.35%,208.50M,2.28,1.09,90.50%,2.01%,-12.19%,2.96B,2.11,-16.80%,0.62%,2.01,-4.06%,24.83,3.71,4.93%,4.40%,123.43,-13.11%,4.90,18.78,13.05%,13.00%,72.29 - 117.68,-18.91%,0.88,23.67,16.60%,6.40%,-21.77%,0.60,0.96%,1.20,11.50%,50.80%,27.35%,3.02,10000,1.50,5.60%,12.70%,36.71,2.39% 2.54%,Yes,1.23,189.20%,7.00%,0.66,94.93,Yes,1.08,Jul 31 BMO,27.50%,663.45K,92.06,1.70,-2.65%,-11.15%,-12.05%,"435,323",-3.02%,Healthcare
BFAM,-,67.22,2.04,1.10%,59.63M,2.24%,8.17B,43.35,3.16,-4.72%,55.38M,21.39%,120.10M,14.61,-0.49,99.97%,2.22%,0.58%,1.83B,4.46,14.30%,3.61%,2.05,-9.59%,20.09,6.83,242.32%,3.60%,136.22,-17.06%,4.54,30.22,4.60%,12.00%,64.23 - 176.98,-8.76%,-,86.09,23.50%,11.20%,-22.52%,0.87,-,1.20,8.80%,23.50%,113.50%,3.98,33800,1.20,-44.40%,9.90%,68.24,3.20% 2.96%,Yes,0.86,-98.80%,6.60%,1.49,135.05,Yes,0.86,Aug 05 AMC,0.00%,599.67K,137.13,2.20,6.29%,15.30%,4.61%,"892,706",1.54%,Consumer Discretionary
DT,-,-,-1.34,0.90%,279.07M,-2.20%,11.58B,73.36,0.57,-95.54%,155.64M,-0.97%,-352.10M,-,0.10,92.40%,7.15%,11.90%,578.80M,20.00,-289.30%,0.68%,3.4,37.98%,3.54,11.79,17.81%,-17.80%,49.38,68.78%,0.90,46.23,32.95%,-38.10%,17.05 - 48.85,64.98%,-,-,-,-25.00%,-14.55%,-,-,1.00,-,77.90%,144.81%,2.43,2243,1.00,26.80%,-19.80%,50.12,6.87% 5.19%,Yes,0.00,124.20%,-61.50%,1.37,46.69,Yes,0.52,Jul 29 BMO,-,3.27M,41.74,1.90,3.34%,1.12%,29.05%,"4,714,098",-10.60%,Information Technology
SIRI,-,25.26,0.23,0.20%,4.37B,-2.37%,24.75B,21.65,0.27,-0.98%,1.13B,-2.54%,1.03B,1.55,0.05,17.40%,14.14%,-11.52%,7.90B,3.13,-23.20%,-9.57%,6.34,-10.56%,-0.15,-,16.16%,9.00%,6.83,-8.28%,0.41,13.98,16.25%,-141.40%,4.11 - 7.40,-19.44%,0.05,16.49,18.70%,18.40%,-22.16%,1.15,0.87%,0.50,13.30%,55.50%,40.15%,0.13,4534,0.50,-5.20%,21.50%,42.55,2.13% 1.82%,Yes,-,-2.30%,13.00%,1.34,5.93,Yes,-,Jul 30 BMO,22.40%,25.23M,5.76,2.30,-2.81%,-1.89%,-6.52%,"33,973,016",-2.87%,Communication Services
ENPH,-,55.08,1.23,1.80%,125.60M,-7.68%,8.25B,40.70,1.67,-87.12%,114.96M,-9.59%,169.40M,1.56,0.24,72.50%,10.41%,24.20%,721.20M,11.44,27.40%,21.93%,2.19,27.80%,2.95,22.98,38.14%,20.80%,75.93,168.09%,4.99,13.59,35.38%,61.00%,17.18 - 80.47,159.47%,-,54.11,53.50%,46.00%,-15.74%,1.01,-,3.20,12.70%,37.70%,294.64%,4.71,577,3.40,-6.40%,18.50%,45.01,7.58% 6.13%,Yes,0.96,-563.60%,23.50%,1.06,77.02,Yes,0.68,Aug 04 AMC,0.00%,5.46M,67.8,2.30,-8.47%,6.82%,50.72%,"5,850,677",-11.97%,Information Technology
AIZ,S&P 500,25.03,4.87,0.80%,60.36M,-1.34%,7.33B,11.52,10.59,0.00%,59.14M,-0.25%,307.60M,1.29,1.82,98.10%,3.07%,6.20%,10.14B,0.72,45.90%,0.83%,4.43,1.93%,98.82,1.23,11.59%,0.90%,147.75,-1.49%,35.55,3.43,19.40%,6.80%,76.27 - 142.61,-6.93%,2.52,10.08,-1.90%,8.60%,-14.45%,0.63,2.07%,-,-0.60%,-,59.96%,3.17,14200,-,-2.80%,7.30%,57.42,2.48% 2.34%,Yes,0.37,28.20%,3.80%,0.91,124.02,Yes,0.37,Aug 04 AMC,38.90%,410.35K,122.0,1.80,-0.89%,9.33%,5.30%,"374,280",-1.63%,Financial
IPHI,-,-,-1.58,1.00%,51.93M,-2.77%,5.60B,29.27,3.71,-37.04%,51.50M,-15.88%,-73.90M,-,0.85,95.90%,3.33%,-2.80%,511.80M,10.93,26.40%,-0.98%,1.54,35.28%,7.14,15.21,12.22%,-7.50%,148.31,77.41%,4.31,25.22,37.60%,-21.20%,55.72 - 142.00,46.70%,-,73.92,-7.60%,-6.10%,-23.53%,1.31,-,1.80,30.60%,55.20%,94.89%,4.71,685,2.30,103.10%,-10.50%,37.51,3.37% 3.38%,Yes,1.44,-8.00%,-14.40%,2.34,118.27,Yes,1.30,Aug 04 BMO,-,1.11M,108.59,1.90,-6.28%,-9.41%,14.05%,"2,567,233",-8.18%,Information Technology
FANG,S&P 500,-,-18.76,0.20%,157.83M,-10.06%,5.59B,11.06,3.23,8.20%,156.40M,-14.08%,-2963.00M,-,0.40,94.60%,4.60%,-31.49%,3.40B,1.64,-81.80%,-3.66%,2.88,-26.34%,67.88,0.53,30.10%,-12.30%,59.38,-63.37%,0.33,109.67,13.45%,-21.90%,14.55 - 105.95,-61.48%,1.50,2.13,-16.60%,3.20%,-66.24%,2.22,4.19%,0.60,51.60%,72.10%,145.84%,1.64,712,0.60,-58.40%,-,32.93,3.56% 3.93%,Yes,0.56,-816.90%,-81.80%,1.37,36.32,Yes,0.56,Aug 03 AMC,-,2.50M,35.77,1.80,-14.16%,-12.54%,-33.77%,"3,410,689",-1.51%,Energy
